in,rank,accesses,reads,writes
208828,5879,4,4,0
208829,5880,4,4,0
208830,5881,4,4,0
208831,5882,4,4,0
208826,5883,4,4,0
263868,5884,4,4,0
263869,5885,4,4,0
263842,5886,4,4,0
263843,5887,4,4,0
263844,5888,4,4,0
263839,5889,4,4,0
263840,5890,4,4,0
153261,5891,4,4,0
263870,5892,4,4,0
263848,5893,4,4,0
263849,5894,4,4,0
263850,5895,4,4,0
263851,5896,4,4,0
263852,5897,4,4,0
263853,5898,4,4,0
263854,5899,4,4,0
263855,5900,4,4,0
263856,5901,4,4,0
263857,5902,4,4,0
263858,5903,4,4,0
263859,5904,4,4,0
263860,5905,4,4,0
263861,5906,4,4,0
263862,5907,4,4,0
263863,5908,4,4,0
263847,5909,4,4,0
263846,5910,4,4,0
263864,5911,4,4,0
263865,5912,4,4,0
214700,5913,4,4,0
215639,5914,4,4,0
215640,5915,4,4,0
215641,5916,4,4,0
215642,5917,4,4,0
215643,5918,4,4,0
215644,5919,4,4,0
215645,5920,4,4,0
215646,5921,4,4,0
215647,5922,4,4,0
215648,5923,4,4,0
215649,5924,4,4,0
215650,5925,4,4,0
215651,5926,4,4,0
215652,5927,4,4,0
215653,5928,4,4,0
215654,5929,4,4,0
215635,5930,4,4,0
215636,5931,4,4,0
215637,5932,4,4,0
215665,5933,4,4,0
215666,5934,4,4,0
215667,5935,4,4,0
215668,5936,4,4,0
215669,5937,4,4,0
152230,5938,4,4,0
200275,5939,4,4,0
201577,5940,4,4,0
201612,5941,4,4,0
245242,5942,4,4,0
245243,5943,4,4,0
245244,5944,4,4,0
245245,5945,4,4,0
245246,5946,4,4,0
245247,5947,4,4,0
245248,5948,4,4,0
245249,5949,4,4,0
245250,5950,4,4,0
245252,5951,4,4,0
245253,5952,4,4,0
245257,5953,4,4,0
245258,5954,4,4,0
245259,5955,4,4,0
245260,5956,4,4,0
245261,5957,4,4,0
245263,5958,4,4,0
245264,5959,4,4,0
245265,5960,4,4,0
245266,5961,4,4,0
245267,5962,4,4,0
245268,5963,4,4,0
245277,5964,4,4,0
245278,5965,4,4,0
245279,5966,4,4,0
245280,5967,4,4,0
245281,5968,4,4,0
245282,5969,4,4,0
245283,5970,4,4,0
245284,5971,4,4,0
245285,5972,4,4,0
245286,5973,4,4,0
245297,5974,4,4,0
245298,5975,4,4,0
245299,5976,4,4,0
245300,5977,4,4,0
245301,5978,4,4,0
245302,5979,4,4,0
152677,5980,4,4,0
200844,5981,4,4,0
200845,5982,4,4,0
200846,5983,4,4,0
200847,5984,4,4,0
200848,5985,4,4,0
200837,5986,4,4,0
200838,5987,4,4,0
200839,5988,4,4,0
200840,5989,4,4,0
200935,5990,4,4,0
50047,5991,4,4,0
50048,5992,4,4,0
50049,5993,4,4,0
50050,5994,4,4,0
50051,5995,4,4,0
105604,5996,4,4,0
82008,5997,4,4,0
82009,5998,4,4,0
82010,5999,4,4,0
82011,6000,4,4,0
82012,6001,4,4,0
200850,6002,4,4,0
200851,6003,4,4,0
200852,6004,4,4,0
200853,6005,4,4,0
200854,6006,4,4,0
200900,6007,4,4,0
200872,6008,4,4,0
152351,6009,4,4,0
205977,6010,4,4,0
205978,6011,4,4,0
205979,6012,4,4,0
205980,6013,4,4,0
205997,6014,4,4,0
205998,6015,4,4,0
205999,6016,4,4,0
206000,6017,4,4,0
206001,6018,4,4,0
215655,6019,4,4,0
215656,6020,4,4,0
215657,6021,4,4,0
215658,6022,4,4,0
215659,6023,4,4,0
215660,6024,4,4,0
215661,6025,4,4,0
215662,6026,4,4,0
215663,6027,4,4,0
158658,6028,4,0,4
158659,6029,4,0,4
158660,6030,4,0,4
36839,6031,4,4,0
297487,6032,4,3,1
146869,6033,4,4,0
146870,6034,4,4,0
146871,6035,4,4,0
122309,6036,4,4,0
122310,6037,4,4,0
122311,6038,4,4,0
158662,6039,4,0,4
153011,6040,4,4,0
202679,6041,4,2,2
50010,6042,4,4,0
209922,6043,4,4,0
297145,6044,4,4,0
158671,6045,4,0,4
220664,6046,4,4,0
209652,6047,4,0,4
220774,6048,4,4,0
221423,6049,4,4,0
221424,6050,4,4,0
221435,6051,4,4,0
221436,6052,4,4,0
221437,6053,4,4,0
221438,6054,4,4,0
221433,6055,4,4,0
212122,6056,4,0,4
199301,6057,4,4,0
199304,6058,4,4,0
199307,6059,4,4,0
199309,6060,4,4,0
199310,6061,4,4,0
199316,6062,4,4,0
199327,6063,4,4,0
199333,6064,4,4,0
199339,6065,4,4,0
199324,6066,4,4,0
199317,6067,4,4,0
108256,6068,4,4,0
108257,6069,4,4,0
58491,6070,4,4,0
54935,6071,4,4,0
78787,6072,4,4,0
50798,6073,4,4,0
227613,6074,4,4,0
227606,6075,4,4,0
227607,6076,4,4,0
227608,6077,4,4,0
227609,6078,4,4,0
227610,6079,4,4,0
227611,6080,4,4,0
227612,6081,4,4,0
227605,6082,4,4,0
227264,6083,4,4,0
227298,6084,4,4,0
152518,6085,4,4,0
227301,6086,4,4,0
227302,6087,4,4,0
212163,6088,4,0,4
297508,6089,4,3,1
210213,6090,4,1,3
297520,6091,4,3,1
297526,6092,4,2,2
297529,6093,4,2,2
297533,6094,4,2,2
227273,6095,4,4,0
227274,6096,4,4,0
218268,6097,4,4,0
216803,6098,4,4,0
297563,6099,4,3,1
297564,6100,4,3,1
297310,6101,4,4,0
297571,6102,4,2,2
152794,6103,4,4,0
152324,6104,4,4,0
215876,6105,4,4,0
153732,6106,4,2,2
227280,6107,4,4,0
50472,6108,4,4,0
208490,6109,4,4,0
208494,6110,4,4,0
50492,6111,4,4,0
50497,6112,4,4,0
50499,6113,4,4,0
50505,6114,4,4,0
50487,6115,4,4,0
50462,6116,4,4,0
209629,6117,4,4,0
215884,6118,4,4,0
297595,6119,4,2,2
97,6120,4,4,0
100,6121,4,4,0
76257,6122,4,4,0
227360,6123,4,4,0
227361,6124,4,4,0
213491,6125,4,1,3
209562,6126,4,4,0
203594,6127,4,4,0
227306,6128,4,4,0
227307,6129,4,4,0
153154,6130,4,2,2
202,6131,4,4,0
203664,6132,4,4,0
213556,6133,4,1,3
216385,6134,4,0,4
209559,6135,4,4,0
297661,6136,4,2,2
213682,6137,4,0,4
121675,6138,4,4,0
218169,6139,4,4,0
218170,6140,4,4,0
218171,6141,4,4,0
297673,6142,4,3,1
216562,6143,4,1,3
297684,6144,4,3,1
297697,6145,4,2,2
214474,6146,4,1,3
216603,6147,4,0,4
214676,6148,4,1,3
216653,6149,4,0,4
227676,6150,4,4,0
227684,6151,4,4,0
152655,6152,4,2,2
227831,6153,4,4,0
201607,6154,4,4,0
227685,6155,4,4,0
227686,6156,4,4,0
216642,6157,4,1,3
227688,6158,4,4,0
216657,6159,4,0,4
216661,6160,4,1,3
215877,6161,4,4,0
98389,6162,4,2,2
48320,6163,4,2,2
214916,6164,4,0,4
217391,6165,4,0,4
234067,6166,4,4,0
234068,6167,4,4,0
234069,6168,4,4,0
234070,6169,4,4,0
234071,6170,4,4,0
234072,6171,4,4,0
209536,6172,4,4,0
209537,6173,4,4,0
209538,6174,4,4,0
209539,6175,4,4,0
209540,6176,4,4,0
149505,6177,4,4,0
214948,6178,4,0,4
213411,6179,4,4,0
213410,6180,4,4,0
218882,6181,4,0,4
219614,6182,4,0,4
217465,6183,4,1,3
48139,6184,4,4,0
48144,6185,4,4,0
297754,6186,4,0,4
297769,6187,4,0,4
217580,6188,4,0,4
219322,6189,4,4,0
219316,6190,4,4,0
73974,6191,4,4,0
73990,6192,4,4,0
219678,6193,4,1,3
149394,6194,4,4,0
217752,6195,4,0,4
219893,6196,4,0,4
217775,6197,4,0,4
219871,6198,4,1,3
155783,6199,4,4,0
195431,6200,4,4,0
219899,6201,4,1,3
220288,6202,4,0,4
217805,6203,4,1,3
219925,6204,4,0,4
220297,6205,4,0,4
220307,6206,4,0,4
220308,6207,4,1,3
220309,6208,4,1,3
220310,6209,4,0,4
217850,6210,4,0,4
249149,6211,4,4,0
46198,6212,4,4,0
217878,6213,4,0,4
217888,6214,4,1,3
217884,6215,4,1,3
220378,6216,4,0,4
221101,6217,4,0,4
217948,6218,4,0,4
221100,6219,4,0,4
221110,6220,4,0,4
221146,6221,4,0,4
221155,6222,4,0,4
158334,6223,3,0,3
158335,6224,3,0,3
158336,6225,3,0,3
158337,6226,3,0,3
158342,6227,3,0,3
158343,6228,3,0,3
52952,6229,3,3,0
52945,6230,3,3,0
52946,6231,3,3,0
52947,6232,3,3,0
52948,6233,3,3,0
52949,6234,3,3,0
52950,6235,3,3,0
52944,6236,3,3,0
158353,6237,3,0,3
158354,6238,3,0,3
152688,6239,3,3,0
153509,6240,3,3,0
247253,6241,3,3,0
247255,6242,3,3,0
247174,6243,3,3,0
247177,6244,3,3,0
158364,6245,3,0,3
158365,6246,3,0,3
158367,6247,3,0,3
247233,6248,3,3,0
247234,6249,3,3,0
247235,6250,3,3,0
247236,6251,3,3,0
247237,6252,3,3,0
247238,6253,3,3,0
247239,6254,3,3,0
247241,6255,3,3,0
247242,6256,3,3,0
247243,6257,3,3,0
247244,6258,3,3,0
247265,6259,3,3,0
247266,6260,3,3,0
247267,6261,3,3,0
247268,6262,3,3,0
247269,6263,3,3,0
247271,6264,3,3,0
247272,6265,3,3,0
247274,6266,3,3,0
247276,6267,3,3,0
247277,6268,3,3,0
247278,6269,3,3,0
247291,6270,3,3,0
143106,6271,3,3,0
143113,6272,3,3,0
143114,6273,3,3,0
143115,6274,3,3,0
114856,6275,3,3,0
114857,6276,3,3,0
114858,6277,3,3,0
114859,6278,3,3,0
114860,6279,3,3,0
114861,6280,3,3,0
114862,6281,3,3,0
114863,6282,3,3,0
114864,6283,3,3,0
114865,6284,3,3,0
114866,6285,3,3,0
114867,6286,3,3,0
114868,6287,3,3,0
114869,6288,3,3,0
114870,6289,3,3,0
240660,6290,3,3,0
240661,6291,3,3,0
240662,6292,3,3,0
240602,6293,3,3,0
240524,6294,3,3,0
240556,6295,3,3,0
240571,6296,3,3,0
240601,6297,3,3,0
90103,6298,3,1,2
300911,6299,3,3,0
152336,6300,3,3,0
35118,6301,3,3,0
35459,6302,3,3,0
199010,6303,3,1,2
131165,6304,3,3,0
83630,6305,3,0,3
158373,6306,3,0,3
251145,6307,3,3,0
251194,6308,3,3,0
251146,6309,3,3,0
203295,6310,3,0,3
158378,6311,3,0,3
240649,6312,3,3,0
205502,6313,3,3,0
205503,6314,3,3,0
205504,6315,3,3,0
205505,6316,3,3,0
205501,6317,3,3,0
158382,6318,3,0,3
297333,6319,3,2,1
158388,6320,3,0,3
158390,6321,3,0,3
158394,6322,3,0,3
158395,6323,3,0,3
158396,6324,3,0,3
158400,6325,3,0,3
158401,6326,3,0,3
208663,6327,3,0,3
158409,6328,3,0,3
158410,6329,3,0,3
204083,6330,3,0,3
158412,6331,3,0,3
158413,6332,3,0,3
158418,6333,3,0,3
158420,6334,3,0,3
209587,6335,3,3,0
158423,6336,3,0,3
150722,6337,3,3,0
150723,6338,3,3,0
150724,6339,3,3,0
158426,6340,3,0,3
158428,6341,3,0,3
158431,6342,3,0,3
158432,6343,3,0,3
197820,6344,3,3,0
197821,6345,3,3,0
197822,6346,3,3,0
197823,6347,3,3,0
197824,6348,3,3,0
197825,6349,3,3,0
197826,6350,3,3,0
197827,6351,3,3,0
197828,6352,3,3,0
197829,6353,3,3,0
197830,6354,3,3,0
197831,6355,3,3,0
197832,6356,3,3,0
197833,6357,3,3,0
197834,6358,3,3,0
197912,6359,3,3,0
197913,6360,3,3,0
197914,6361,3,3,0
197915,6362,3,3,0
197916,6363,3,3,0
158434,6364,3,0,3
158436,6365,3,0,3
158439,6366,3,0,3
158441,6367,3,0,3
158444,6368,3,0,3
73508,6369,3,3,0
153008,6370,3,3,0
108273,6371,3,3,0
108322,6372,3,3,0
108323,6373,3,3,0
108324,6374,3,3,0
108325,6375,3,3,0
108326,6376,3,3,0
108327,6377,3,3,0
108328,6378,3,3,0
108310,6379,3,3,0
108294,6380,3,3,0
158449,6381,3,0,3
158450,6382,3,0,3
158451,6383,3,0,3
158457,6384,3,0,3
158458,6385,3,0,3
217549,6386,3,3,0
217556,6387,3,3,0
217559,6388,3,3,0
158468,6389,3,0,3
247311,6390,3,3,0
247263,6391,3,3,0
247284,6392,3,3,0
247285,6393,3,3,0
247286,6394,3,3,0
247287,6395,3,3,0
247288,6396,3,3,0
158471,6397,3,0,3
158473,6398,3,0,3
158475,6399,3,0,3
158477,6400,3,0,3
158484,6401,3,0,3
158485,6402,3,0,3
297141,6403,3,3,0
209578,6404,3,3,0
158494,6405,3,0,3
158496,6406,3,0,3
158500,6407,3,0,3
158502,6408,3,0,3
158504,6409,3,0,3
158512,6410,3,0,3
158514,6411,3,0,3
297162,6412,3,2,1
297207,6413,3,1,2
297230,6414,3,2,1
297253,6415,3,2,1
297346,6416,3,2,1
297348,6417,3,1,2
297350,6418,3,1,2
297356,6419,3,2,1
158516,6420,3,0,3
297266,6421,3,3,0
204484,6422,3,0,3
158523,6423,3,0,3
152689,6424,3,3,0
155906,6425,3,3,0
155905,6426,3,3,0
218966,6427,3,3,0
297363,6428,3,2,1
297367,6429,3,1,2
297369,6430,3,1,2
297372,6431,3,1,2
153240,6432,3,3,0
153253,6433,3,3,0
158554,6434,3,0,3
247281,6435,3,3,0
247282,6436,3,3,0
297378,6437,3,2,1
297382,6438,3,1,2
158556,6439,3,0,3
158558,6440,3,0,3
117787,6441,3,3,0
158560,6442,3,0,3
158561,6443,3,0,3
158563,6444,3,0,3
158564,6445,3,0,3
204508,6446,3,0,3
209337,6447,3,0,3
297389,6448,3,1,2
49701,6449,3,3,0
49704,6450,3,3,0
49720,6451,3,3,0
49714,6452,3,3,0
297397,6453,3,1,2
158572,6454,3,0,3
158587,6455,3,0,3
158588,6456,3,0,3
158589,6457,3,0,3
158594,6458,3,0,3
158595,6459,3,0,3
158596,6460,3,0,3
158597,6461,3,0,3
240653,6462,3,3,0
209347,6463,3,0,3
209368,6464,3,0,3
200242,6465,3,3,0
158600,6466,3,0,3
209316,6467,3,3,0
209317,6468,3,3,0
209318,6469,3,3,0
209319,6470,3,3,0
209320,6471,3,3,0
47577,6472,3,3,0
249774,6473,3,2,1
297459,6474,3,2,1
297115,6475,3,3,0
297465,6476,3,2,1
158606,6477,3,0,3
158608,6478,3,0,3
126309,6479,3,1,2
214740,6480,3,3,0
214741,6481,3,3,0
214742,6482,3,3,0
214743,6483,3,3,0
214744,6484,3,3,0
214745,6485,3,3,0
214746,6486,3,3,0
214747,6487,3,3,0
214748,6488,3,3,0
214749,6489,3,3,0
214750,6490,3,3,0
214751,6491,3,3,0
214752,6492,3,3,0
214753,6493,3,3,0
214754,6494,3,3,0
214755,6495,3,3,0
214776,6496,3,3,0
214759,6497,3,3,0
214760,6498,3,3,0
214761,6499,3,3,0
214762,6500,3,3,0
214763,6501,3,3,0
214764,6502,3,3,0
214765,6503,3,3,0
214766,6504,3,3,0
214767,6505,3,3,0
214768,6506,3,3,0
214769,6507,3,3,0
214770,6508,3,3,0
214771,6509,3,3,0
214772,6510,3,3,0
214773,6511,3,3,0
214774,6512,3,3,0
214739,6513,3,3,0
214721,6514,3,3,0
214722,6515,3,3,0
214723,6516,3,3,0
214724,6517,3,3,0
214725,6518,3,3,0
214726,6519,3,3,0
214727,6520,3,3,0
214728,6521,3,3,0
214729,6522,3,3,0
214730,6523,3,3,0
214731,6524,3,3,0
214732,6525,3,3,0
214733,6526,3,3,0
214734,6527,3,3,0
214735,6528,3,3,0
158614,6529,3,0,3
158615,6530,3,0,3
158620,6531,3,0,3
158624,6532,3,0,3
158625,6533,3,0,3
158627,6534,3,0,3
78761,6535,3,3,0
297278,6536,3,3,0
203758,6537,3,3,0
244974,6538,3,3,0
244849,6539,3,3,0
244850,6540,3,3,0
244851,6541,3,3,0
244852,6542,3,3,0
244853,6543,3,3,0
244854,6544,3,3,0
244855,6545,3,3,0
244856,6546,3,3,0
244857,6547,3,3,0
244858,6548,3,3,0
244859,6549,3,3,0
244860,6550,3,3,0
244861,6551,3,3,0
244862,6552,3,3,0
244863,6553,3,3,0
244864,6554,3,3,0
244885,6555,3,3,0
244886,6556,3,3,0
244887,6557,3,3,0
244888,6558,3,3,0
244889,6559,3,3,0
244890,6560,3,3,0
244891,6561,3,3,0
244892,6562,3,3,0
244893,6563,3,3,0
244894,6564,3,3,0
244895,6565,3,3,0
244896,6566,3,3,0
244897,6567,3,3,0
244898,6568,3,3,0
244899,6569,3,3,0
244900,6570,3,3,0
244823,6571,3,3,0
244903,6572,3,3,0
244904,6573,3,3,0
244905,6574,3,3,0
244906,6575,3,3,0
244907,6576,3,3,0
244908,6577,3,3,0
244909,6578,3,3,0
244910,6579,3,3,0
244911,6580,3,3,0
244912,6581,3,3,0
244913,6582,3,3,0
244914,6583,3,3,0
244915,6584,3,3,0
244916,6585,3,3,0
244917,6586,3,3,0
244918,6587,3,3,0
244840,6588,3,3,0
244841,6589,3,3,0
244842,6590,3,3,0
244843,6591,3,3,0
244844,6592,3,3,0
244845,6593,3,3,0
244846,6594,3,3,0
244847,6595,3,3,0
244848,6596,3,3,0
244818,6597,3,3,0
244839,6598,3,3,0
39758,6599,3,3,0
39759,6600,3,3,0
39760,6601,3,3,0
39761,6602,3,3,0
39762,6603,3,3,0
39763,6604,3,3,0
39764,6605,3,3,0
39765,6606,3,3,0
39766,6607,3,3,0
39767,6608,3,3,0
39768,6609,3,3,0
39769,6610,3,3,0
39770,6611,3,3,0
39771,6612,3,3,0
39772,6613,3,3,0
244950,6614,3,3,0
244951,6615,3,3,0
244952,6616,3,3,0
244953,6617,3,3,0
244954,6618,3,3,0
244955,6619,3,3,0
244956,6620,3,3,0
244957,6621,3,3,0
244958,6622,3,3,0
244959,6623,3,3,0
244960,6624,3,3,0
244961,6625,3,3,0
244962,6626,3,3,0
244963,6627,3,3,0
244964,6628,3,3,0
244965,6629,3,3,0
244938,6630,3,3,0
244939,6631,3,3,0
244940,6632,3,3,0
244941,6633,3,3,0
244942,6634,3,3,0
244943,6635,3,3,0
244944,6636,3,3,0
244945,6637,3,3,0
244946,6638,3,3,0
244947,6639,3,3,0
244948,6640,3,3,0
244949,6641,3,3,0
244931,6642,3,3,0
244932,6643,3,3,0
244933,6644,3,3,0
244934,6645,3,3,0
244935,6646,3,3,0
244936,6647,3,3,0
244937,6648,3,3,0
244901,6649,3,3,0
244902,6650,3,3,0
244820,6651,3,3,0
244821,6652,3,3,0
244819,6653,3,3,0
244970,6654,3,3,0
244971,6655,3,3,0
244919,6656,3,3,0
244920,6657,3,3,0
244921,6658,3,3,0
244922,6659,3,3,0
244923,6660,3,3,0
244924,6661,3,3,0
244925,6662,3,3,0
244926,6663,3,3,0
244928,6664,3,3,0
244929,6665,3,3,0
201032,6666,3,3,0
201033,6667,3,3,0
201023,6668,3,3,0
201024,6669,3,3,0
201035,6670,3,3,0
158646,6671,3,0,3
158652,6672,3,0,3
209573,6673,3,3,0
220504,6674,3,3,0
78805,6675,3,3,0
209556,6676,3,3,0
215620,6677,3,3,0
215621,6678,3,3,0
215622,6679,3,3,0
215623,6680,3,3,0
215624,6681,3,3,0
215625,6682,3,3,0
215626,6683,3,3,0
215627,6684,3,3,0
215628,6685,3,3,0
215629,6686,3,3,0
215630,6687,3,3,0
215631,6688,3,3,0
215619,6689,3,3,0
140464,6690,3,3,0
216836,6691,3,3,0
246378,6692,3,3,0
152173,6693,3,3,0
200203,6694,3,3,0
200248,6695,3,3,0
200249,6696,3,3,0
200250,6697,3,3,0
200849,6698,3,3,0
205868,6699,3,3,0
205869,6700,3,3,0
205870,6701,3,3,0
205871,6702,3,3,0
205872,6703,3,3,0
205973,6704,3,3,0
205974,6705,3,3,0
205975,6706,3,3,0
205895,6707,3,3,0
205896,6708,3,3,0
205897,6709,3,3,0
205898,6710,3,3,0
205899,6711,3,3,0
222486,6712,3,3,0
158663,6713,3,0,3
158664,6714,3,0,3
222303,6715,3,3,0
158668,6716,3,0,3
209918,6717,3,3,0
209919,6718,3,3,0
209920,6719,3,3,0
297495,6720,3,1,2
201600,6721,3,3,0
221425,6722,3,3,0
221445,6723,3,3,0
221460,6724,3,3,0
221461,6725,3,3,0
221462,6726,3,3,0
221463,6727,3,3,0
221464,6728,3,3,0
221465,6729,3,3,0
209574,6730,3,3,0
209575,6731,3,3,0
199302,6732,3,3,0
199341,6733,3,3,0
49988,6734,3,3,0
49987,6735,3,3,0
213198,6736,3,3,0
143117,6737,3,3,0
108258,6738,3,3,0
108315,6739,3,3,0
54862,6740,3,3,0
297497,6741,3,2,1
209561,6742,3,3,0
49695,6743,3,3,0
297505,6744,3,2,1
203781,6745,3,3,0
152141,6746,3,3,0
152520,6747,3,3,0
152517,6748,3,3,0
152519,6749,3,3,0
212164,6750,3,0,3
156579,6751,3,3,0
53465,6752,3,3,0
111481,6753,3,3,0
297523,6754,3,2,1
297524,6755,3,2,1
297537,6756,3,2,1
297540,6757,3,2,1
201598,6758,3,3,0
227369,6759,3,3,0
227370,6760,3,3,0
149552,6761,3,3,0
221457,6762,3,3,0
221458,6763,3,3,0
40238,6764,3,3,0
40239,6765,3,3,0
297569,6766,3,2,1
297574,6767,3,1,2
297577,6768,3,1,2
209588,6769,3,3,0
50437,6770,3,3,0
50438,6771,3,3,0
50439,6772,3,3,0
50442,6773,3,3,0
50444,6774,3,3,0
50446,6775,3,3,0
50447,6776,3,3,0
50448,6777,3,3,0
50468,6778,3,3,0
50469,6779,3,3,0
50470,6780,3,3,0
50474,6781,3,3,0
50476,6782,3,3,0
50478,6783,3,3,0
50482,6784,3,3,0
50483,6785,3,3,0
208489,6786,3,3,0
208491,6787,3,3,0
208492,6788,3,3,0
208495,6789,3,3,0
208496,6790,3,3,0
208497,6791,3,3,0
208502,6792,3,3,0
50494,6793,3,3,0
50495,6794,3,3,0
50496,6795,3,3,0
50498,6796,3,3,0
50501,6797,3,3,0
50502,6798,3,3,0
50504,6799,3,3,0
50506,6800,3,3,0
208512,6801,3,3,0
208513,6802,3,3,0
50515,6803,3,3,0
50516,6804,3,3,0
50517,6805,3,3,0
50518,6806,3,3,0
50489,6807,3,3,0
50484,6808,3,3,0
50461,6809,3,3,0
50455,6810,3,3,0
208508,6811,3,3,0
209630,6812,3,3,0
209631,6813,3,3,0
209632,6814,3,3,0
209634,6815,3,3,0
209635,6816,3,3,0
227281,6817,3,3,0
297585,6818,3,2,1
227292,6819,3,3,0
213492,6820,3,0,3
297619,6821,3,2,1
206937,6822,3,3,0
206938,6823,3,3,0
206792,6824,3,3,0
206794,6825,3,3,0
206795,6826,3,3,0
206796,6827,3,3,0
206797,6828,3,3,0
206798,6829,3,3,0
206793,6830,3,3,0
206799,6831,3,3,0
200880,6832,3,3,0
200914,6833,3,3,0
200915,6834,3,3,0
297649,6835,3,2,1
122040,6836,3,3,0
140449,6837,3,3,0
209570,6838,3,3,0
140448,6839,3,3,0
122048,6840,3,3,0
140451,6841,3,3,0
201588,6842,3,3,0
297651,6843,3,2,1
297667,6844,3,2,1
297138,6845,3,3,0
152402,6846,3,3,0
297275,6847,3,3,0
209560,6848,3,3,0
297672,6849,3,2,1
121587,6850,3,3,0
121588,6851,3,3,0
121589,6852,3,3,0
121590,6853,3,3,0
121591,6854,3,3,0
121592,6855,3,3,0
121593,6856,3,3,0
121594,6857,3,3,0
121595,6858,3,3,0
214461,6859,3,0,3
297687,6860,3,2,1
297695,6861,3,1,2
297698,6862,3,1,2
297701,6863,3,1,2
253054,6864,3,3,0
297686,6865,3,3,0
240614,6866,3,3,0
215524,6867,3,3,0
215525,6868,3,3,0
215510,6869,3,3,0
215511,6870,3,3,0
215512,6871,3,3,0
215513,6872,3,3,0
215514,6873,3,3,0
215515,6874,3,3,0
215516,6875,3,3,0
215517,6876,3,3,0
215518,6877,3,3,0
215519,6878,3,3,0
215520,6879,3,3,0
215521,6880,3,3,0
215522,6881,3,3,0
215523,6882,3,3,0
215505,6883,3,3,0
215506,6884,3,3,0
215507,6885,3,3,0
215508,6886,3,3,0
214853,6887,3,0,3
297705,6888,3,2,1
153088,6889,3,3,0
227675,6890,3,3,0
227682,6891,3,3,0
227689,6892,3,3,0
227697,6893,3,3,0
227704,6894,3,3,0
227717,6895,3,3,0
227680,6896,3,3,0
227681,6897,3,3,0
227657,6898,3,2,1
227835,6899,3,3,0
227887,6900,3,3,0
227774,6901,3,3,0
227908,6902,3,3,0
218180,6903,3,3,0
218175,6904,3,3,0
218176,6905,3,3,0
218177,6906,3,3,0
218178,6907,3,3,0
218179,6908,3,3,0
218174,6909,3,3,0
297727,6910,3,2,1
297729,6911,3,2,1
297732,6912,3,2,1
297733,6913,3,2,1
214922,6914,3,0,3
245485,6915,3,3,0
245486,6916,3,3,0
245487,6917,3,3,0
245488,6918,3,3,0
245489,6919,3,3,0
245490,6920,3,3,0
219256,6921,3,3,0
219257,6922,3,3,0
219258,6923,3,3,0
219259,6924,3,3,0
219260,6925,3,3,0
219261,6926,3,3,0
219262,6927,3,3,0
219263,6928,3,3,0
219264,6929,3,3,0
219265,6930,3,3,0
219266,6931,3,3,0
219267,6932,3,3,0
219268,6933,3,3,0
219269,6934,3,3,0
219270,6935,3,3,0
219271,6936,3,3,0
219308,6937,3,3,0
219309,6938,3,3,0
219310,6939,3,3,0
219311,6940,3,3,0
219245,6941,3,3,0
219246,6942,3,3,0
219247,6943,3,3,0
219248,6944,3,3,0
219231,6945,3,3,0
219232,6946,3,3,0
219233,6947,3,3,0
219234,6948,3,3,0
219235,6949,3,3,0
219236,6950,3,3,0
219237,6951,3,3,0
219238,6952,3,3,0
219239,6953,3,3,0
219240,6954,3,3,0
219241,6955,3,3,0
219242,6956,3,3,0
219243,6957,3,3,0
219250,6958,3,3,0
219254,6959,3,3,0
219255,6960,3,3,0
219286,6961,3,3,0
219287,6962,3,3,0
219288,6963,3,3,0
219289,6964,3,3,0
219290,6965,3,3,0
219291,6966,3,3,0
219292,6967,3,3,0
219293,6968,3,3,0
219294,6969,3,3,0
219295,6970,3,3,0
219296,6971,3,3,0
219297,6972,3,3,0
219298,6973,3,3,0
219299,6974,3,3,0
219300,6975,3,3,0
219301,6976,3,3,0
219253,6977,3,3,0
219275,6978,3,3,0
219276,6979,3,3,0
219277,6980,3,3,0
219278,6981,3,3,0
219279,6982,3,3,0
219280,6983,3,3,0
219281,6984,3,3,0
219282,6985,3,3,0
219283,6986,3,3,0
219284,6987,3,3,0
219285,6988,3,3,0
219251,6989,3,3,0
219252,6990,3,3,0
219302,6991,3,3,0
219303,6992,3,3,0
219304,6993,3,3,0
219305,6994,3,3,0
219306,6995,3,3,0
152941,6996,3,3,0
78854,6997,3,3,0
213408,6998,3,3,0
217470,6999,3,0,3
207040,7000,3,3,0
297757,7001,3,0,3
297759,7002,3,0,3
297760,7003,3,0,3
297761,7004,3,0,3
297762,7005,3,0,3
297773,7006,3,0,3
219620,7007,3,0,3
219621,7008,3,0,3
219694,7009,3,0,3
133075,7010,3,3,0
216821,7011,3,3,0
51295,7012,3,3,0
117788,7013,3,3,0
77243,7014,3,3,0
209921,7015,3,3,0
155784,7016,3,3,0
195432,7017,3,3,0
199863,7018,3,3,0
220292,7019,3,0,3
38126,7020,3,0,3
69940,7021,3,0,3
195379,7022,3,0,3
32711,7023,3,2,1
98887,7024,3,2,1
233307,7025,3,3,0
233308,7026,3,3,0
233309,7027,3,3,0
233310,7028,3,3,0
233311,7029,3,3,0
233312,7030,3,3,0
233313,7031,3,3,0
233314,7032,3,3,0
233315,7033,3,3,0
233316,7034,3,3,0
233317,7035,3,3,0
233318,7036,3,3,0
233320,7037,3,3,0
233321,7038,3,3,0
233322,7039,3,3,0
233323,7040,3,3,0
233324,7041,3,3,0
233325,7042,3,3,0
233326,7043,3,3,0
