IRG,accesses,reads,writes
3156,0,1,0
3158,0,0,4
3160,0,0,4
3161,1,0,0
3167,0,1,0
3170,0,1,0
3174,1,0,0
3175,1,0,0
3179,0,0,4
3180,2,0,0
3181,2,0,0
3184,1,0,0
3186,2,1,0
3187,0,0,4
3188,0,1,0
3189,0,0,2
3190,2,0,0
3191,0,0,2
3192,0,0,1
3193,4,0,0
3194,2,0,0
3197,2,0,0
3198,1,0,1
3199,0,0,6
3200,0,1,2
3202,0,0,1
3205,0,1,0
3206,1,0,2
3210,0,0,1
3214,0,0,2
3215,0,1,0
3217,0,0,1
3219,0,0,4
3226,0,1,2
3231,1,0,0
3233,1,1,0
3234,1,0,1
3235,0,1,0
3236,2,0,2
3237,6,0,0
3242,1,1,0
3243,0,0,5
3244,2,0,0
3245,2,0,0
3246,7,0,0
3247,1,1,0
3252,0,1,0
3254,0,0,7
3255,0,0,1
3256,1,0,0
3257,2,0,0
3260,0,0,2
3261,0,0,1
3262,0,0,2
3263,0,1,2
3264,0,0,4
3265,0,0,1
3271,0,0,4
3275,0,1,0
3277,1,0,0
3279,0,0,1
3281,4,0,0
3282,0,0,4
3283,0,0,2
3284,1,0,0
3285,2,0,0
3286,0,0,2
3288,0,0,4
3289,0,1,0
3290,0,1,0
3291,2,1,0
3294,0,1,0
3296,0,0,3
3297,0,0,2
3299,1,0,0
3300,0,1,2
3303,4,0,0
3306,0,1,0
3308,1,0,0
3309,4,0,0
3310,0,0,1
3311,0,0,1
3312,0,1,0
3319,4,0,0
3321,1,0,0
3322,0,1,0
3324,0,0,2
3325,0,0,2
3326,0,0,4
3331,0,0,4
3332,0,0,4
3340,1,0,0
3343,0,1,4
3350,0,0,4
3352,0,0,2
3353,0,0,4
3354,0,1,2
3355,0,0,4
3356,0,0,3
3357,1,0,0
3358,0,1,0
3361,0,0,2
3362,0,0,4
3364,0,2,0
3367,2,0,0
3368,0,0,4
3369,2,0,0
3371,2,0,0
3372,0,0,1
3373,4,0,1
3377,0,0,2
3378,0,1,4
3383,2,0,0
3384,2,0,0
3386,0,0,6
3388,1,0,0
3396,0,1,0
3401,2,0,0
3405,2,0,0
3406,2,0,4
3407,2,0,0
3408,0,1,4
3410,4,0,0
3411,1,1,0
3414,0,0,2
3415,0,0,2
3416,0,0,2
3417,0,0,5
3419,0,1,2
3423,0,1,4
3424,0,0,2
3426,0,0,1
3427,0,0,6
3428,0,0,5
3429,0,0,2
3430,0,0,1
3431,0,0,2
3432,0,0,9
3433,0,2,4
3434,0,0,6
3435,0,0,10
3437,0,0,2
3441,0,1,0
3445,0,0,2
3447,0,0,2
3449,1,0,2
3450,0,1,4
3451,0,0,2
3452,0,0,2
3453,0,1,6
3454,0,0,10
3455,0,0,2
3456,0,0,2
3457,0,0,4
3458,0,0,2
3460,0,0,8
3461,1,0,4
3462,0,0,2
3464,2,0,4
3465,2,0,2
3466,0,0,8
3469,0,0,8
3470,0,0,4
3471,0,1,2
3472,0,0,6
3473,1,1,4
3474,0,0,2
3476,4,1,4
3477,0,0,8
3478,0,0,10
3479,0,0,6
3481,0,0,8
3482,0,0,4
3483,0,0,2
3484,0,0,2
3486,0,1,0
3488,3,0,0
3489,0,1,2
3490,2,0,2
3492,0,0,4
3493,0,1,2
3494,1,0,4
3495,0,0,6
3497,0,1,2
3498,0,0,4
3499,0,0,2
3501,2,0,4
3505,1,0,0
3506,1,0,0
3508,0,0,2
3510,0,0,6
3512,1,0,0
3513,0,1,0
3515,0,0,4
3516,0,0,2
3518,3,0,4
3519,0,0,6
3520,0,0,6
3521,0,0,6
3523,0,1,4
3524,1,0,0
3528,0,0,2
3529,1,0,4
3532,2,1,2
3533,2,0,0
3534,0,0,4
3539,2,0,2
3540,2,0,2
3541,2,0,0
3542,0,1,4
3543,4,0,2
3548,2,0,0
3550,0,1,1
3551,0,1,0
3553,0,0,4
3554,0,0,4
3556,0,0,2
3559,0,1,0
3560,0,1,0
3563,0,1,0
3564,0,1,0
3566,0,0,8
3568,0,0,8
3571,0,0,4
3573,0,0,4
3575,0,1,0
3576,4,0,0
3577,2,0,4
3578,2,0,4
3579,2,0,0
3580,0,0,4
3582,0,1,2
3583,0,0,2
3584,0,0,4
3585,0,1,0
3586,0,0,6
3588,2,0,4
3590,0,0,4
3591,0,0,6
3592,2,1,8
3594,0,0,4
3597,1,0,0
3598,0,0,4
3599,1,0,8
3600,1,0,2
3601,0,1,2
3602,0,0,4
3603,0,0,3
3606,0,0,6
3609,0,0,6
3610,0,0,10
3614,0,0,4
3615,0,1,0
3618,1,1,6
3619,0,0,6
3620,0,1,0
3621,0,0,6
3622,0,0,2
3623,0,0,4
3624,0,0,5
3626,2,0,0
3627,0,0,4
3628,0,0,6
3630,2,0,4
3631,0,0,2
3632,0,0,2
3634,1,0,4
3635,4,0,4
3636,0,0,6
3637,3,0,0
3639,0,0,4
3640,0,0,4
3641,0,0,2
3642,0,1,0
3643,0,0,4
3645,0,0,6
3646,2,1,4
3647,0,0,2
3648,1,0,4
3649,0,0,2
3651,0,0,6
3652,0,0,4
3654,2,0,0
3655,2,1,2
3656,1,0,0
3657,0,0,6
3659,0,1,8
3661,0,0,15
3662,0,0,2
3663,0,0,4
3664,0,2,0
3665,0,0,2
3666,0,1,0
3668,2,0,0
3669,3,0,2
3673,0,0,2
3674,0,0,2
3676,0,1,0
3678,0,0,2
3680,0,0,2
3681,0,1,0
3682,0,0,2
3683,1,0,4
3684,0,0,6
3685,0,0,2
3686,4,0,0
3687,0,0,4
3688,0,1,2
3690,0,0,2
3691,0,0,2
3694,0,1,0
3695,0,0,8
3696,0,0,2
3698,0,0,3
3699,0,0,4
3705,1,0,4
3706,0,0,6
3707,2,0,6
3708,0,1,4
3709,2,0,2
3710,0,0,2
3711,0,0,2
3712,0,0,4
3713,0,0,2
3715,0,0,2
3716,0,1,6
3717,0,0,4
3719,0,1,2
3720,0,0,6
3721,0,0,6
3724,0,0,2
3725,2,0,2
3726,2,0,7
3727,0,0,4
3729,0,0,2
3730,1,0,0
3731,0,0,4
3732,0,0,4
3733,0,0,4
3734,0,0,6
3735,4,1,2
3736,0,0,6
3737,1,0,6
3738,0,1,4
3739,0,1,2
3740,1,0,4
3741,0,0,6
3742,0,0,6
3743,0,0,2
3745,0,0,2
3746,0,0,6
3747,0,0,6
3748,0,0,2
3749,0,0,2
3750,0,0,10
3751,0,0,4
3752,0,0,2
3753,0,0,2
3754,0,0,8
3755,0,0,8
3756,0,1,6
3757,0,0,2
3758,0,0,10
3759,0,0,4
3760,0,0,8
3761,0,0,2
3762,0,0,8
3763,0,0,2
3764,0,0,2
3765,0,0,6
3766,0,0,6
3768,0,0,2
3770,0,0,2
3771,0,0,6
3772,0,0,6
3773,0,0,2
3775,0,0,2
3776,4,0,6
3777,0,1,2
3778,0,0,4
3779,0,0,6
3780,0,0,4
3781,0,1,2
3782,0,1,10
3783,1,0,2
3784,0,0,4
3785,0,0,6
3786,0,0,8
3788,0,0,4
3789,0,0,2
3791,0,0,2
3792,0,1,2
3793,0,0,2
3794,0,0,4
3795,0,0,8
3796,0,0,2
3797,0,2,2
3798,0,0,4
3801,0,0,8
3802,4,0,4
3803,0,0,7
3804,0,1,4
3805,0,0,2
3807,1,0,0
3808,2,0,0
3809,0,0,4
3810,2,0,6
3811,0,0,6
3812,0,1,2
3814,2,0,6
3815,0,0,2
3817,2,1,12
3818,0,0,2
3819,0,0,6
3820,0,0,2
3823,0,0,6
3824,0,0,8
3825,0,0,4
3826,0,0,4
3827,0,0,2
3828,0,2,0
3830,0,0,4
3831,1,0,4
3832,0,0,2
3833,1,1,0
3836,0,0,10
3837,0,0,2
3838,0,0,2
3839,0,0,4
3840,0,0,2
3841,1,0,2
3842,0,0,2
3843,0,0,2
3844,0,0,4
3845,1,0,2
3846,0,0,6
3847,0,1,4
3848,0,0,4
3849,1,0,4
3850,0,0,2
3852,0,0,2
3854,0,1,0
3855,0,0,2
3857,0,0,6
3859,0,1,0
3860,0,1,0
3861,0,0,4
3865,0,0,4
3867,2,0,0
3868,3,0,0
3869,0,0,4
3870,0,2,0
3871,0,1,0
3873,0,1,4
3874,1,0,0
3878,0,0,4
3879,0,0,1
3880,4,0,0
3881,0,0,2
3882,4,0,4
3883,0,0,2
3885,1,0,0
3886,0,1,0
3887,0,0,4
3889,0,1,2
3890,0,0,2
3896,1,0,4
3897,0,1,4
3898,0,0,6
3899,0,0,2
3900,1,0,4
3901,0,0,4
3902,0,0,4
3903,0,0,2
3904,0,0,2
3906,0,0,8
3909,0,1,2
3910,0,0,2
3911,0,0,2
3912,1,0,0
3915,0,0,6
3916,0,0,2
3919,2,0,0
3920,2,0,2
3922,0,0,8
3923,0,0,4
3924,0,0,2
3926,0,0,2
3927,1,0,6
3928,4,0,2
3929,0,0,4
3930,0,0,4
3931,0,1,2
3932,0,2,2
3933,2,1,2
3934,0,0,2
3937,0,0,4
3938,1,0,0
3939,0,1,0
3941,0,1,1
3942,2,1,5
3944,0,1,4
3945,1,0,1
3946,0,0,2
3947,0,0,4
3948,0,1,4
3950,0,0,2
3951,2,0,0
3952,0,0,4
3953,2,0,0
3954,0,0,2
3955,0,0,4
3956,2,0,6
3957,0,0,2
3958,2,0,4
3960,0,0,4
3961,0,0,4
3962,1,1,10
3963,0,1,0
3965,0,0,4
3968,0,1,2
3969,0,0,2
3970,0,0,4
3971,0,0,4
3973,0,0,6
3974,0,0,6
3977,2,0,2
3978,2,0,5
3979,0,1,6
3980,4,0,0
3981,0,0,4
3982,0,0,4
3984,0,0,2
3985,0,0,10
3986,0,0,2
3988,1,0,4
3989,0,0,2
3990,0,0,8
3992,0,1,0
3993,0,0,4
3994,0,0,6
3995,0,0,4
3996,0,0,6
3997,1,0,4
3998,0,0,4
3999,0,0,4
4000,0,0,2
4001,1,1,10
4003,0,1,0
4004,0,1,1
4006,0,0,4
4009,0,0,4
4011,0,0,1
4012,0,1,5
4016,0,0,4
4018,0,1,3
4019,0,0,2
4021,0,0,6
4022,0,0,8
4023,1,0,2
4024,0,1,0
4027,0,1,4
4028,0,0,6
4032,0,0,6
4033,0,0,2
4034,0,0,2
4036,4,0,0
4037,2,1,0
4039,0,0,6
4040,0,0,10
4041,0,0,2
4042,2,0,0
4043,0,0,6
4044,0,0,4
4046,0,0,5
4049,0,0,4
4051,0,0,6
4052,0,0,4
4053,0,0,4
4054,0,0,2
4056,1,0,0
4057,0,1,2
4058,0,0,2
4059,4,0,0
4060,0,0,2
4061,0,1,0
4062,0,0,4
4063,0,1,4
4065,3,1,4
4066,2,0,4
4067,0,0,2
4070,0,0,4
4072,0,0,4
4074,0,0,4
4075,0,0,4
4076,0,0,4
4077,0,0,8
4078,0,0,2
4079,0,0,6
4081,1,0,4
4082,0,0,2
4083,1,0,0
4084,0,0,10
4085,0,0,4
4086,0,0,2
4090,0,0,2
4092,2,0,0
4093,0,0,2
4094,4,0,0
4095,0,0,2
4096,2,0,2
4097,0,0,2
4098,0,1,0
4099,0,0,6
4102,0,0,3
4103,4,0,0
4106,0,0,2
4108,1,1,2
4110,0,0,6
4111,0,0,2
4112,0,0,2
4113,0,2,0
4114,0,0,1
4116,0,1,2
4117,0,0,2
4118,0,0,2
4120,1,0,2
4121,0,0,4
4123,0,0,4
4125,0,0,6
4130,0,0,2
4131,0,0,2
4132,0,1,8
4135,0,0,2
4137,0,0,2
4139,0,0,2
4140,2,0,2
4141,0,0,1
4142,3,0,4
4144,1,0,1
4145,2,0,2
4146,2,0,0
4147,2,0,2
4149,0,0,4
4152,0,1,0
4156,0,0,2
4157,0,0,2
4158,1,0,2
4159,1,0,4
4162,2,0,2
4164,1,0,0
4166,0,0,2
4167,0,0,2
4168,0,0,4
4169,0,0,2
4170,0,0,2
4172,0,2,4
4174,0,0,4
4175,2,0,0
4176,2,1,0
4181,0,0,4
4182,0,1,0
4183,0,0,4
4184,1,0,0
4187,1,0,0
4188,0,1,2
4189,0,0,2
4190,0,0,4
4191,0,1,0
4193,0,1,0
4194,0,0,4
4196,0,1,4
4197,4,0,0
4200,0,0,4
4201,0,1,0
4208,0,0,6
4209,0,0,2
4210,0,0,4
4211,0,0,2
4212,0,0,4
4213,1,0,0
4214,0,0,6
4215,1,0,0
4217,0,0,4
4220,4,0,4
4221,4,0,0
4225,0,1,0
4226,0,0,2
4228,0,0,4
4230,0,0,2
4231,1,0,0
4234,2,0,0
4235,2,0,0
4236,0,1,0
4237,0,0,4
4238,1,0,0
4240,0,0,4
4241,0,0,4
4244,0,0,2
4246,0,1,0
4248,0,1,4
4249,1,0,0
4250,0,0,4
4252,0,1,2
4253,1,0,0
4254,0,0,2
4255,0,0,2
4258,1,0,0
4261,1,0,4
4263,1,0,6
4264,0,0,2
4265,0,0,4
4267,0,1,0
4269,1,0,0
4270,0,0,4
4272,0,0,4
4275,0,1,0
4278,0,0,4
4279,0,0,4
4281,0,0,4
4282,2,0,0
4284,0,0,8
4285,0,0,4
4289,1,0,0
4291,0,0,1
4292,2,0,0
4296,0,1,0
4297,2,1,0
4298,0,0,2
4299,0,0,6
4300,4,0,3
4301,0,1,0
4303,0,0,4
4305,1,0,0
4309,0,0,4
4310,2,0,0
4311,0,1,0
4312,0,1,0
4314,1,0,6
4315,0,0,4
4317,2,0,4
4318,1,0,0
4319,0,0,2
4323,2,0,2
4324,6,0,4
4325,7,0,0
4326,1,0,0
4331,2,0,0
4332,0,1,2
4333,2,1,2
4335,0,0,4
4337,0,0,2
4338,0,0,6
4339,2,0,4
4342,1,0,0
4345,0,1,0
4346,4,0,0
4347,4,0,4
4349,0,0,2
4350,1,0,2
4353,1,0,0
4354,0,0,4
4355,0,1,2
4359,0,0,2
4360,0,0,4
4362,0,1,4
4364,5,0,0
4365,4,0,0
4367,0,0,4
4368,0,1,0
4369,2,0,0
4370,1,0,0
4371,0,1,1
4372,0,0,1
4375,2,0,0
4377,0,1,0
4381,0,1,4
4384,0,1,0
4385,0,1,0
4386,4,1,1
4390,0,2,0
4395,0,1,0
4396,0,1,0
4397,0,1,0
4401,0,0,1
4403,0,0,4
4404,0,0,2
4406,0,0,2
4407,1,0,0
4411,0,2,0
4413,1,0,0
4414,0,1,0
4416,0,0,1
4417,0,2,0
4419,0,1,0
4420,0,1,0
4427,0,1,0
4428,0,0,2
4429,0,0,1
4430,2,0,2
4431,1,0,0
4432,6,0,0
4434,2,0,0
4435,0,0,1
4438,1,0,2
4441,0,0,1
4448,0,0,2
4449,0,0,2
4452,0,0,4
4453,0,1,0
4455,0,1,0
4456,0,0,1
4460,4,0,0
4463,0,0,2
4465,5,0,2
4466,2,0,1
4469,0,0,1
4473,0,0,5
4476,0,0,1
4477,0,1,0
4478,0,1,0
4481,0,1,0
4482,1,0,0
4483,1,0,0
4484,0,0,1
4485,0,1,0
4486,2,0,0
4488,2,0,0
4492,0,2,0
4496,0,1,0
4497,1,0,5
4498,0,0,1
4500,1,0,0
4503,0,1,0
4504,2,0,0
4509,3,0,0
4515,1,0,0
4516,4,0,0
4518,0,0,4
4522,0,0,2
4523,0,0,2
4529,0,1,2
4530,5,0,3
4531,0,1,0
4533,1,1,0
4535,1,0,0
4537,1,0,0
4539,1,0,0
4540,0,0,1
4541,0,0,4
4542,2,0,0
4543,4,0,0
4544,4,0,0
4545,4,1,0
4546,2,0,0
4547,0,1,0
4550,1,0,0
4552,2,1,0
4554,2,0,0
4565,0,0,9
4569,0,1,0
4571,1,1,0
4573,1,0,0
4580,1,0,0
4582,4,0,0
4583,1,0,0
4584,1,0,0
4586,1,0,2
4587,0,0,2
4588,2,0,0
4589,1,0,2
4590,6,0,3
4592,1,0,0
4594,2,0,0
4595,2,0,0
4596,2,0,0
4597,2,0,0
4598,2,0,4
4599,2,0,0
4600,3,0,6
4602,1,0,2
4603,0,0,4
4605,0,1,0
4607,0,2,0
4610,1,0,0
4612,0,0,4
4616,4,0,0
4617,3,0,1
4618,0,0,1
4619,0,0,1
4621,0,0,1
4622,1,0,0
4623,4,0,0
4624,0,0,4
4626,1,0,0
4627,0,0,1
4628,1,0,0
4630,0,1,0
4631,1,1,0
4632,0,0,3
4634,0,0,4
4635,0,0,2
4636,1,0,0
4637,3,0,1
4638,0,0,4
4640,0,0,1
4641,0,0,4
4643,2,0,0
4644,0,0,4
4645,0,0,4
4647,2,0,1
4648,0,1,4
4649,3,0,1
4652,0,0,4
4656,0,0,4
4658,0,0,8
4659,0,1,0
4661,1,0,1
4663,4,0,0
4667,1,0,0
4668,0,1,8
4669,0,0,4
4671,3,0,0
4672,2,0,0
4673,0,0,4
4676,0,1,0
4677,0,0,1
4678,0,0,1
4679,0,1,0
4680,1,0,4
4681,0,0,4
4683,0,1,0
4685,0,0,1
4687,5,0,0
4688,0,0,1
4690,0,0,6
4691,0,0,4
4693,1,0,0
4695,0,0,1
4697,0,0,4
4698,0,1,5
4700,0,1,1
4702,6,0,0
4703,0,0,5
4705,0,0,6
4706,2,0,2
4710,0,0,1
4711,0,1,0
4718,1,0,0
4719,0,0,2
4720,0,0,8
4721,4,1,0
4723,4,0,2
4726,4,0,0
4729,2,0,0
4735,1,0,0
4737,0,1,0
4741,0,0,2
4742,0,0,4
4745,5,0,2
4746,1,0,0
4752,0,1,0
4755,2,1,0
4756,0,1,0
4759,0,1,0
4762,0,1,0
4763,0,0,6
4765,4,0,2
4769,2,0,0
4771,3,0,0
4772,1,1,0
4773,2,0,0
4774,0,1,0
4783,0,1,2
4784,0,0,2
4786,1,0,2
4788,0,1,0
4794,1,0,0
4795,4,0,1
4796,0,0,2
4797,1,0,0
4806,0,0,2
4807,0,0,2
4810,4,0,0
4815,0,1,0
4816,0,1,0
4820,1,0,0
4824,2,0,0
4826,0,1,0
4831,0,0,4
4832,1,0,0
4833,1,0,0
4834,0,1,0
4841,4,0,0
4844,2,0,0
4847,0,0,2
4848,0,0,2
4853,2,1,0
4854,1,0,4
4857,0,1,0
4858,4,0,0
4859,2,0,1
4861,0,0,1
4865,0,1,0
4872,0,0,2
4873,0,0,1
4874,0,1,1
4876,0,0,2
4878,0,1,2
4881,0,1,0
4884,0,0,1
4885,4,0,1
4887,3,0,0
4891,0,0,4
4893,0,0,4
4896,0,1,1
4902,0,0,1
4906,2,0,0
4907,2,1,1
4911,2,0,0
4912,4,0,0
4914,2,0,0
4916,0,1,1
4917,0,0,4
4918,0,0,1
4920,0,0,1
4923,0,2,0
4932,2,0,0
4933,1,0,0
4935,0,1,4
4936,2,0,0
4937,0,0,1
4938,0,1,1
4939,2,0,0
4940,2,0,0
4944,0,1,0
4954,1,0,0
4957,0,1,0
4959,0,0,2
4960,1,0,6
4962,1,0,1
4967,1,1,0
4972,0,0,2
4974,0,0,2
4976,1,0,0
4981,4,0,0
4982,0,1,2
4985,4,0,0
4986,0,0,2
4990,1,0,0
4993,0,1,0
4997,0,1,4
4999,0,1,0
5006,0,1,0
5007,0,1,0
5008,4,0,4
5009,0,1,0
5011,0,1,0
5019,4,0,0
5021,0,0,2
5022,4,1,0
5031,0,0,4
5032,1,0,0
5035,3,0,0
5036,2,1,0
5039,1,0,0
5046,0,1,0
5053,2,0,0
5055,0,0,2
5056,0,0,2
5057,4,1,0
5060,0,2,0
5065,2,1,1
5067,1,0,0
5070,4,1,0
5073,0,1,0
5074,4,0,1
5078,0,0,4
5080,0,0,2
5081,0,0,2
5083,2,0,0
5085,1,0,0
5087,2,0,0
5089,1,0,0
5092,0,1,0
5093,1,0,0
5096,0,0,1
5101,0,0,4
5104,0,0,1
5105,1,2,0
5112,1,0,0
5115,1,0,0
5124,4,0,0
5125,0,0,2
5127,0,0,2
5130,0,1,0
5131,2,1,0
5132,2,0,0
5133,4,0,0
5134,2,0,0
5140,2,0,0
5142,4,0,0
5143,0,1,0
5145,0,1,0
5146,0,0,1
5149,1,1,0
5150,0,0,1
5154,0,0,1
5158,0,1,1
5159,0,1,0
5161,0,0,4
5163,0,0,1
5165,0,1,0
5166,1,0,0
5167,2,0,0
5168,2,0,0
5172,0,1,4
5175,0,0,5
5176,1,0,0
5180,1,1,0
5181,2,0,0
5182,0,0,4
5183,0,0,2
5185,1,1,0
5187,0,0,2
5188,1,0,0
5190,6,0,0
5192,0,1,0
5193,0,0,1
5194,0,0,4
5195,2,0,0
5197,4,0,2
5198,0,0,1
5200,0,0,1
5201,0,0,1
5205,1,0,0
5207,0,1,5
5208,3,0,0
5212,4,0,0
5213,2,0,0
5214,2,0,0
5218,4,0,0
5219,0,1,0
5222,0,1,4
5223,13,0,0
5227,1,0,0
5230,0,0,1
5234,2,1,0
5235,1,0,0
5236,4,0,0
5238,2,0,0
5239,0,1,0
5240,1,0,0
5242,0,0,1
5246,0,0,4
5247,2,0,0
5248,2,0,0
5249,0,0,4
5255,0,0,1
5256,0,1,0
5257,2,0,0
5258,4,0,2
5259,6,0,0
5260,4,0,2
5261,0,2,0
5265,2,0,0
5266,1,0,0
5276,0,1,0
5277,2,0,0
5279,2,0,0
5280,0,1,0
5281,0,0,4
5283,0,0,1
5292,2,0,0
5293,1,0,0
5297,0,1,2
5298,0,0,4
5301,0,1,0
5302,0,1,0
5303,0,0,1
5306,0,1,4
5308,1,0,0
5309,2,0,0
5310,2,0,0
5313,4,0,0
5318,4,0,0
5320,0,0,2
5321,0,1,8
5328,0,1,1
5336,0,1,2
5338,4,0,0
5340,1,0,0
5342,0,0,2
5343,0,0,4
5345,0,0,4
5349,1,0,0
5354,2,0,0
5355,0,0,1
5356,2,0,2
5357,0,0,2
5358,0,1,0
5361,1,0,0
5365,0,0,4
5367,0,0,4
5368,5,0,0
5369,0,1,4
5370,0,1,0
5378,4,0,0
5379,0,0,4
5383,0,1,4
5386,0,0,6
5388,0,1,4
5389,2,0,0
5391,0,0,6
5392,0,0,1
5393,0,0,4
5394,0,0,2
5398,1,0,0
5399,0,0,5
5401,3,1,3
5402,0,0,4
5403,0,0,3
5404,2,0,1
5405,2,0,1
5407,0,0,2
5408,0,0,2
5409,0,1,0
5410,0,0,2
5411,0,0,4
5412,0,0,4
5413,0,0,4
5414,0,0,5
5417,1,0,3
5418,0,0,1
5420,1,0,4
5422,4,0,1
5424,2,0,6
5425,0,0,1
5426,0,0,4
5427,0,0,4
5428,2,0,0
5431,0,0,4
5433,0,1,4
5436,0,1,2
5438,0,0,2
5442,0,1,0
5443,1,1,2
5447,1,0,2
5450,4,0,0
5451,0,0,2
5452,0,0,2
5454,0,0,4
5455,0,0,2
5457,0,0,2
5458,0,2,0
5460,0,0,4
5461,2,1,0
5463,2,0,0
5465,0,0,4
5467,1,0,0
5469,4,0,0
5470,0,0,2
5471,0,0,2
5472,0,0,4
5473,4,0,0
5474,2,0,0
5476,2,0,0
5478,2,1,8
5485,0,1,0
5486,0,0,4
5487,3,0,0
5494,0,1,1
5495,0,1,2
5496,0,0,2
5498,1,0,0
5499,1,0,0
5501,4,1,0
5502,0,0,4
5503,4,0,0
5509,1,0,4
5513,0,0,4
5516,2,0,0
5518,2,0,2
5521,0,1,0
5524,2,0,0
5526,0,0,4
5528,2,1,2
5530,0,1,2
5531,1,0,2
5532,0,0,2
5538,2,0,0
5542,1,0,0
5543,1,0,0
5545,0,0,1
5546,1,0,0
5547,0,0,2
5550,5,0,4
5551,0,1,0
5554,0,1,4
5555,0,0,1
5561,0,1,0
5563,2,0,0
5564,2,0,0
5566,4,0,2
5567,0,1,0
5570,0,0,2
5573,0,0,6
5574,0,0,2
5575,4,0,0
5576,0,0,5
5578,0,0,2
5579,0,0,4
5580,0,0,2
5581,0,0,1
5584,2,0,2
5585,0,1,5
5586,0,0,2
5587,4,0,8
5588,2,0,6
5589,2,1,2
5590,0,0,6
5592,0,0,4
5594,2,0,6
5595,0,0,8
5596,1,0,0
5597,0,0,8
5598,0,0,8
5599,0,0,4
5600,0,0,6
5601,0,0,2
5604,0,0,6
5605,0,0,6
5606,0,0,4
5607,0,1,3
5608,0,1,4
5609,0,0,24
5610,0,0,6
5611,0,0,6
5612,0,0,6
5613,0,0,8
5614,0,0,7
5615,1,0,4
5616,0,0,8
5617,0,0,22
5618,0,0,5
5619,0,0,14
5620,0,0,7
5621,0,0,16
5622,0,0,2
5623,0,1,0
5624,0,1,6
5625,1,0,6
5626,0,0,2
5627,0,0,10
5628,0,0,2
5629,0,0,4
5630,0,0,2
5631,0,0,6
5632,0,1,2
5633,0,1,4
5634,0,0,8
5635,0,0,2
5636,4,0,10
5637,0,0,4
5639,0,1,4
5640,0,0,18
5641,0,0,4
5642,0,0,7
5643,0,0,4
5644,0,0,8
5645,0,0,6
5646,0,0,4
5647,1,0,4
5648,0,0,6
5649,0,0,1
5650,1,0,0
5651,0,0,8
5652,0,0,8
5653,0,0,4
5654,0,0,1
5655,6,0,4
5656,2,0,5
5657,0,0,1
5658,0,0,2
5659,0,0,4
5660,0,0,12
5661,0,0,2
5663,0,1,2
5664,0,0,5
5666,2,0,0
5667,0,0,1
5668,0,2,9
5670,2,0,0
5671,0,0,1
5672,0,0,6
5673,4,0,0
5678,0,0,2
5680,0,0,4
5681,0,0,2
5682,0,0,2
5684,1,0,0
5685,1,0,0
5688,0,0,2
5689,0,0,12
5691,1,0,2
5692,0,0,8
5693,4,0,0
5694,1,0,0
5695,0,0,4
5696,1,0,0
5698,0,0,1
5699,0,0,6
5700,0,0,2
5702,0,1,0
5704,0,0,4
5706,1,0,0
5708,0,1,4
5712,0,1,4
5713,0,0,4
5716,0,0,1
5717,0,0,2
5718,2,0,0
5719,6,0,4
5720,1,0,0
5721,0,1,3
5728,2,0,4
5729,0,0,5
5731,2,0,0
5732,1,0,2
5733,2,0,1
5734,0,0,2
5735,1,0,1
5737,0,1,0
5738,2,1,0
5739,2,0,0
5740,0,0,2
5741,0,0,4
5742,0,0,2
5743,2,0,5
5745,2,0,0
5746,0,1,1
5748,0,0,6
5749,2,0,0
5750,0,0,2
5756,0,0,4
5759,0,0,2
5763,2,1,2
5765,0,0,2
5766,0,0,2
5768,0,1,0
5771,0,1,2
5772,0,0,10
5773,2,0,0
5774,2,0,1
5777,1,0,0
5779,4,0,0
5782,0,0,2
5783,0,0,2
5784,1,0,0
5786,0,0,2
5789,5,0,0
5790,0,0,2
5795,0,1,2
5796,0,0,4
5797,0,0,2
5800,1,0,0
5802,0,0,2
5803,0,0,2
5804,0,0,4
5808,1,0,4
5810,1,1,0
5813,2,1,0
5815,2,0,2
5816,0,0,4
5817,2,1,0
5818,2,0,0
5819,0,0,2
5822,1,0,0
5823,1,0,0
5824,5,0,0
5826,0,1,0
5827,4,0,2
5828,1,0,0
5829,0,0,2
5830,0,0,2
5831,1,0,0
5832,1,0,0
5833,1,0,0
5834,1,0,0
5837,2,0,0
5838,2,0,0
5840,0,0,4
5844,0,1,0
5846,0,1,0
5847,0,0,1
5849,0,0,1
5850,0,0,3
5851,0,0,2
5855,0,0,1
5856,1,0,0
5857,1,0,0
5861,6,0,4
5863,2,0,0
5864,0,0,2
5865,0,0,3
5866,0,1,0
5867,0,0,1
5868,0,0,4
5876,2,0,0
5877,1,0,0
5879,0,1,0
5880,2,0,0
5882,4,0,0
5885,0,0,2
5886,0,0,2
5888,0,1,2
5889,0,0,2
5891,1,0,0
5893,4,0,1
5896,0,1,0
5897,4,0,0
5898,0,1,0
5901,2,0,0
5903,2,1,0
5904,2,0,0
5905,1,0,0
5906,0,1,4
5908,3,0,0
5909,1,0,4
5916,2,0,0
5917,7,0,0
5921,1,0,0
5922,1,0,0
5927,1,0,0
5930,0,0,2
5931,2,0,2
5932,1,0,2
5933,0,0,2
5937,2,0,0
5941,0,1,2
5946,0,0,6
5947,2,0,0
5949,0,0,1
5951,3,0,1
5954,0,0,4
5957,0,1,1
5960,1,1,0
5964,2,1,2
5965,2,0,2
5967,0,0,5
5970,0,1,0
5972,0,0,1
5977,1,0,1
5982,0,0,4
